No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,timestamp
21597,2015,8,17,20,64,64,3,34,1000,152,28.7,1002.5,16.3,0,SSE,1.8,Wanshouxigong,8/17/2015 20:00:00
21598,2015,8,17,21,62,117,3,42,1000,125,28.4,1002.7,16.7,0,SSW,1.7,Wanshouxigong,8/17/2015 21:00:00
21599,2015,8,17,22,61,133,3,59,1100,92,28.8,1002.8,19.7,0,SW,1.7,Wanshouxigong,8/17/2015 22:00:00
21600,2015,8,17,23,85,212,3,53,1100,86,28.3,1003.2,20.8,0,SSW,1.4,Wanshouxigong,8/17/2015 23:00:00
21601,2015,8,18,0,95,185,2,34,1000,91,28.1,1003.7,21.9,0,WSW,1.6,Wanshouxigong,8/18/2015 00:00:00
21602,2015,8,18,1,81,133,2,27,1000,89,26.7,1004,20.5,0,NE,1.7,Wanshouxigong,8/18/2015 01:00:00
21603,2015,8,18,2,89,111,3,23,900,89,25.2,1004.4,19.3,0,NE,1.2,Wanshouxigong,8/18/2015 02:00:00
21604,2015,8,18,3,82,99,2,22,900,92,24.9,1004.7,20.2,0,NE,1.3,Wanshouxigong,8/18/2015 03:00:00
21605,2015,8,18,4,78,78,2,22,900,67,24.5,1005.1,17.5,0,NE,1.3,Wanshouxigong,8/18/2015 04:00:00
21606,2015,8,18,5,64,64,4,48,900,55,23.8,1005.6,16.3,0,NNE,1.3,Wanshouxigong,8/18/2015 05:00:00
21607,2015,8,18,6,36,36,2,25,700,110,23.4,1006.2,16,0,NNE,0.9,Wanshouxigong,8/18/2015 06:00:00
21608,2015,8,18,7,33,40,2,30,600,108,23.9,1006.6,16.2,0,NNE,1.1,Wanshouxigong,8/18/2015 07:00:00
21609,2015,8,18,8,35,56,2,37,700,98,24.6,1006.1,16.8,0,N,1.8,Wanshouxigong,8/18/2015 08:00:00
21610,2015,8,18,9,27,90,3,44,800,86,24.8,1007,17,0,NNE,1.7,Wanshouxigong,8/18/2015 09:00:00
21611,2015,8,18,10,51,96,4,53,900,70,25.2,1007.6,17.9,0,ESE,0.8,Wanshouxigong,8/18/2015 10:00:00
21612,2015,8,18,11,64,195,5,71,1200,49,26.7,1007.7,19.3,0,NNE,1.2,Wanshouxigong,8/18/2015 11:00:00
21613,2015,8,18,12,120,181,7,67,1300,77,28.6,1007.3,17.5,0,SSW,2.4,Wanshouxigong,8/18/2015 12:00:00
21614,2015,8,18,13,100,106,5,41,1200,138,29.2,1006.3,17.1,0,W,1.8,Wanshouxigong,8/18/2015 13:00:00
21615,2015,8,18,14,51,51,4,19,700,187,30.2,1005.9,17.6,0,WSW,2.5,Wanshouxigong,8/18/2015 14:00:00
21616,2015,8,18,15,37,42,2,19,700,189,30.3,1005.7,15.2,0,SSW,2.9,Wanshouxigong,8/18/2015 15:00:00
21617,2015,8,18,16,33,59,2,23,700,161,28.6,1005.7,17.5,0,SW,4.3,Wanshouxigong,8/18/2015 16:00:00
21618,2015,8,18,17,30,51,2,24,700,140,27,1006.4,17.8,0,WSW,3.2,Wanshouxigong,8/18/2015 17:00:00
21619,2015,8,18,18,36,36,2,26,700,137,27.4,1005.9,15.1,0,SW,4,Wanshouxigong,8/18/2015 18:00:00
21620,2015,8,18,19,33,33,2,29,600,132,27.4,1005.1,14.8,0,ENE,2,Wanshouxigong,8/18/2015 19:00:00
21621,2015,8,18,20,19,50,2,26,600,130,26.4,1006.4,16.6,0,NNE,1,Wanshouxigong,8/18/2015 20:00:00
21622,2015,8,18,21,11,67,2,34,600,104,25.1,1006.7,17.6,0,E,0.6,Wanshouxigong,8/18/2015 21:00:00
21623,2015,8,18,22,30,51,2,43,700,80,25.2,1006.7,17.1,0,ESE,2.5,Wanshouxigong,8/18/2015 22:00:00
21624,2015,8,18,23,15,98,3,53,800,65,24.3,1006.6,17.3,0,SSE,1.5,Wanshouxigong,8/18/2015 23:00:00
21625,2015,8,19,0,41,64,2,39,700,77,23.7,1006.6,17.7,0,SSE,0.9,Wanshouxigong,8/19/2015 00:00:00
21626,2015,8,19,1,43,55,2,39,700,69,24.2,1006.2,17.7,0,W,1.7,Wanshouxigong,8/19/2015 01:00:00
21627,2015,8,19,2,56,56,2,28,700,90,24.2,1006.8,17.9,0,WNW,1.1,Wanshouxigong,8/19/2015 02:00:00
21628,2015,8,19,3,42,50,2,20,600,99,24.1,1007.1,17.8,0,WSW,1.6,Wanshouxigong,8/19/2015 03:00:00
21629,2015,8,19,4,32,67,2,23,700,85,23.6,1007.3,18.5,0,NNE,1.2,Wanshouxigong,8/19/2015 04:00:00
21630,2015,8,19,5,53,75,2,49,800,42,22.3,1007.8,19.5,0.1,ENE,1,Wanshouxigong,8/19/2015 05:00:00
21631,2015,8,19,6,44,96,2,30,700,49,22.2,1008.5,20.3,0.1,NE,0.1,Wanshouxigong,8/19/2015 06:00:00
21632,2015,8,19,7,49,60,2,40,800,30,22.2,1008.9,19.7,0,N,0.7,Wanshouxigong,8/19/2015 07:00:00
21633,2015,8,19,8,29,57,2,55,1000,16,22.1,1008.3,20.4,0,ESE,1.8,Wanshouxigong,8/19/2015 08:00:00
21634,2015,8,19,9,64,80,2,60,1100,18,22.8,1007.7,20.1,0,NW,2.6,Wanshouxigong,8/19/2015 09:00:00
21635,2015,8,19,10,53,53,2,62,1100,36,24.1,1007.7,19.8,0,N,1.9,Wanshouxigong,8/19/2015 10:00:00
21636,2015,8,19,11,76,76,2,55,1000,66,25,1007.7,20,0,ENE,2.6,Wanshouxigong,8/19/2015 11:00:00
21637,2015,8,19,12,78,78,2,51,1000,100,25.7,1007.5,19.1,0,E,1.7,Wanshouxigong,8/19/2015 12:00:00
21638,2015,8,19,13,52,52,2,48,900,122,26.6,1007.1,19,0,ESE,2.4,Wanshouxigong,8/19/2015 13:00:00
21639,2015,8,19,14,43,43,2,34,700,158,28.5,1006.5,17.1,0,SE,2.6,Wanshouxigong,8/19/2015 14:00:00
21640,2015,8,19,15,39,54,2,23,700,193,28.3,1005.3,18.1,0,SE,2.1,Wanshouxigong,8/19/2015 15:00:00
21641,2015,8,19,16,47,64,3,22,700,199,27.9,1005.5,18.6,0,SE,1.8,Wanshouxigong,8/19/2015 16:00:00
21642,2015,8,19,17,43,54,3,20,800,179,27.2,1005.4,19.3,0,NE,1.5,Wanshouxigong,8/19/2015 17:00:00
21643,2015,8,19,18,31,50,2,25,700,168,27.4,1004.9,18.9,0,SSE,1.8,Wanshouxigong,8/19/2015 18:00:00
21644,2015,8,19,19,48,63,3,32,800,172,26.8,1005.5,19.2,0,ESE,1.6,Wanshouxigong,8/19/2015 19:00:00
21645,2015,8,19,20,72,79,3,36,1000,159,26.6,1006.3,19.7,0,WSW,1.7,Wanshouxigong,8/19/2015 20:00:00
21646,2015,8,19,21,73,91,3,38,1100,132,25.5,1006.7,20.3,0,ENE,0.7,Wanshouxigong,8/19/2015 21:00:00
21647,2015,8,19,22,74,98,2,42,900,111,23.3,1006.9,17.1,0,NE,1.3,Wanshouxigong,8/19/2015 22:00:00
21648,2015,8,19,23,43,43,2,47,900,69,22.4,1006.6,17.5,0,NE,0.8,Wanshouxigong,8/19/2015 23:00:00
21649,2015,8,20,0,71,71,2,48,900,60,22.5,1006.9,16.5,0,NNE,1.8,Wanshouxigong,8/20/2015 00:00:00
21650,2015,8,20,1,32,32,2,44,800,63,21.7,1006.1,16,0,NE,1.2,Wanshouxigong,8/20/2015 01:00:00
21651,2015,8,20,2,19,22,2,29,600,76,20.9,1005.8,16.3,0,E,1,Wanshouxigong,8/20/2015 02:00:00
21652,2015,8,20,3,49,49,2,24,700,82,21.4,1005.7,16.4,0,NNE,1.5,Wanshouxigong,8/20/2015 03:00:00
21653,2015,8,20,4,13,21,2,22,600,80,20.8,1005.5,16.6,0,NNE,1.1,Wanshouxigong,8/20/2015 04:00:00
21654,2015,8,20,5,21,26,2,20,600,72,19.8,1005.5,16.4,0,ENE,1.1,Wanshouxigong,8/20/2015 05:00:00
21655,2015,8,20,6,33,37,2,25,600,64,19.7,1005.5,16.7,0,NNE,0.8,Wanshouxigong,8/20/2015 06:00:00
21656,2015,8,20,7,27,27,2,27,700,66,21.1,1005.7,16.5,0,N,1.8,Wanshouxigong,8/20/2015 07:00:00
21657,2015,8,20,8,17,37,2,26,700,73,23,1005.7,17,0,ENE,1.7,Wanshouxigong,8/20/2015 08:00:00
21658,2015,8,20,9,44,56,2,29,700,86,24.5,1005.6,17.5,0,NE,1.6,Wanshouxigong,8/20/2015 09:00:00
21659,2015,8,20,10,61,68,2,35,800,102,26.1,1005.6,18.8,0,ENE,1.9,Wanshouxigong,8/20/2015 10:00:00
21660,2015,8,20,11,53,59,2,36,900,132,27.6,1004.9,18.6,0,NE,1.7,Wanshouxigong,8/20/2015 11:00:00
21661,2015,8,20,12,50,50,2,30,800,169,29.1,1004.2,17.6,0,WSW,1,Wanshouxigong,8/20/2015 12:00:00
21662,2015,8,20,13,32,32,2,26,700,186,30.7,1003.3,15.5,0,SW,1.6,Wanshouxigong,8/20/2015 13:00:00
21663,2015,8,20,14,30,30,2,21,600,187,32.1,1002.5,14.7,0,WNW,2.1,Wanshouxigong,8/20/2015 14:00:00
21664,2015,8,20,15,31,31,2,17,500,182,32.8,1001.8,12.9,0,SW,1.6,Wanshouxigong,8/20/2015 15:00:00
21665,2015,8,20,16,15,53,2,15,500,176,33.2,1001,12.8,0,WSW,3,Wanshouxigong,8/20/2015 16:00:00
21666,2015,8,20,17,22,76,2,19,500,165,32.8,1000.7,13.4,0,SW,2.6,Wanshouxigong,8/20/2015 17:00:00
21667,2015,8,20,18,31,113,2,24,700,188,31.7,1000.4,15.2,0,WSW,2,Wanshouxigong,8/20/2015 18:00:00
21668,2015,8,20,19,43,99,2,27,800,187,29.8,1000.9,18.3,0,SW,3.2,Wanshouxigong,8/20/2015 19:00:00
21669,2015,8,20,20,45,116,2,32,800,149,29.1,1001.5,18.5,0,WSW,1.8,Wanshouxigong,8/20/2015 20:00:00
21670,2015,8,20,21,51,96,2,34,900,140,27.5,1002.4,19,0,SW,0.6,Wanshouxigong,8/20/2015 21:00:00
21671,2015,8,20,22,50,96,2,32,900,118,27.7,1002.6,14.3,0,NE,1.4,Wanshouxigong,8/20/2015 22:00:00
21672,2015,8,20,23,34,34,2,34,700,82,26.6,1003,13.7,0,N,1.2,Wanshouxigong,8/20/2015 23:00:00
21673,2015,8,21,0,85.02413582,5,2,28,500,75,26.1,1003.7,12.9,0,N,1.9,Wanshouxigong,8/21/2015 00:00:00
21674,2015,8,21,1,10,10,2,21,400,84,25.5,1003.5,13,0,NNW,1.6,Wanshouxigong,8/21/2015 01:00:00
21675,2015,8,21,2,85.02413582,14,2,16,400,86,24.5,1003.3,12.1,0,N,1.4,Wanshouxigong,8/21/2015 02:00:00
21676,2015,8,21,3,85.02413582,112.2234586,2,16,400,81,23.9,1002.9,11.6,0,N,1.5,Wanshouxigong,8/21/2015 03:00:00
21677,2015,8,21,4,6,6,2,17,400,81,22.1,1003,12.1,0,NE,1.6,Wanshouxigong,8/21/2015 04:00:00
21678,2015,8,21,5,85.02413582,29,2,19,400,68,21.3,1003.1,12.2,0,NNE,1.1,Wanshouxigong,8/21/2015 05:00:00
21679,2015,8,21,6,85.02413582,112.2234586,2,22,400,70,22.5,1003.2,12.1,0,N,1.5,Wanshouxigong,8/21/2015 06:00:00
21680,2015,8,21,7,85.02413582,35,2,25,400,65,24.1,1003.6,12.7,0,NNE,1,Wanshouxigong,8/21/2015 07:00:00
21681,2015,8,21,8,3,5,2,31,500,69,24.6,1003.2,13.8,0,NNE,1.7,Wanshouxigong,8/21/2015 08:00:00
21682,2015,8,21,9,12,20,2,33,500,72,26.1,1003.1,12.5,0,N,2.1,Wanshouxigong,8/21/2015 09:00:00
21683,2015,8,21,10,14,14,2,41,600,76,28.2,1002.8,12.5,0,NE,1.7,Wanshouxigong,8/21/2015 10:00:00
21684,2015,8,21,11,5,25,3,43,600,91,29.6,1001.9,11.6,0,S,1,Wanshouxigong,8/21/2015 11:00:00
21685,2015,8,21,12,13,13,3,29,500,118,31.4,1000.9,13.2,0,SW,1.1,Wanshouxigong,8/21/2015 12:00:00
21686,2015,8,21,13,3,29,3,17,400,151,32.2,1000.2,11.4,0,WSW,1.9,Wanshouxigong,8/21/2015 13:00:00
21687,2015,8,21,14,15,42,3,15,400,157,33,999.6,10.9,0,WSW,2.2,Wanshouxigong,8/21/2015 14:00:00
21688,2015,8,21,15,8,49,2,15,400,159,32.6,999.2,11.2,0,SW,1.7,Wanshouxigong,8/21/2015 15:00:00
21689,2015,8,21,16,6,53,2,16,400,164,32.7,999,11.8,0,SW,1.8,Wanshouxigong,8/21/2015 16:00:00
21690,2015,8,21,17,18,52,2,18,500,163,33.5,998.7,12.5,0,NW,1.3,Wanshouxigong,8/21/2015 17:00:00
21691,2015,8,21,18,16,86,2,22,500,172,31.7,998.7,15.2,0,SW,2.2,Wanshouxigong,8/21/2015 18:00:00
21692,2015,8,21,19,22,58,2,29,500,173,30.4,999.1,15.7,0,WNW,1.3,Wanshouxigong,8/21/2015 19:00:00
21693,2015,8,21,20,22,77,2,29,500,152,29.5,999.9,16,0,WSW,2,Wanshouxigong,8/21/2015 20:00:00
21694,2015,8,21,21,26,69,2,35,600,121,28.9,1000.2,16.1,0,WSW,2,Wanshouxigong,8/21/2015 21:00:00
21695,2015,8,21,22,28,80,2,42,700,93,27.7,1000.1,16.6,0,W,1.3,Wanshouxigong,8/21/2015 22:00:00
21696,2015,8,21,23,27,43,2,38,700,89,27,1000.1,16.9,0,WNW,1.3,Wanshouxigong,8/21/2015 23:00:00
21697,2015,8,22,0,48,86,2,49,800,56,26.2,1000.3,15.3,0,NNE,1.5,Wanshouxigong,8/22/2015 00:00:00
21698,2015,8,22,1,34,34,2,56,800,40,25.4,1000.5,16.3,0,NNE,0.8,Wanshouxigong,8/22/2015 01:00:00
21699,2015,8,22,2,22,22,2,43,700,42,24.9,1000.5,15.8,0,NNW,0.7,Wanshouxigong,8/22/2015 02:00:00
21700,2015,8,22,3,9,33,2,35,500,35,24.2,1000.6,15.9,0,NNE,1.3,Wanshouxigong,8/22/2015 03:00:00
21701,2015,8,22,4,19,52,2,32,600,27,23.3,1000.5,15.9,0,NNE,1.2,Wanshouxigong,8/22/2015 04:00:00
21702,2015,8,22,5,8,8,2,24,500,32,22.9,1000.6,15.5,0,NNE,1.7,Wanshouxigong,8/22/2015 05:00:00
21703,2015,8,22,6,27,27,2,24,500,34,22.2,1001.2,16,0,NNE,1.2,Wanshouxigong,8/22/2015 06:00:00
21704,2015,8,22,7,24,24,2,32,500,30,24,1001.8,16.3,0,NE,1.3,Wanshouxigong,8/22/2015 07:00:00
21705,2015,8,22,8,3,5,2,25,500,49,25.4,1002,16,0,NNE,2.3,Wanshouxigong,8/22/2015 08:00:00
21706,2015,8,22,9,10,15,2,21,400,60,27.1,1002.4,15.1,0,NE,1.8,Wanshouxigong,8/22/2015 09:00:00
21707,2015,8,22,10,13,13,2,15,400,78,28.4,1002.5,14.6,0,NE,2.9,Wanshouxigong,8/22/2015 10:00:00
21708,2015,8,22,11,85.02413582,112.2234586,2,13,400,94,29.5,1002.1,15.2,0,NNE,2.2,Wanshouxigong,8/22/2015 11:00:00
21709,2015,8,22,12,7,7,2,12,400,114,30.2,1001.8,15.9,0,NNE,3.1,Wanshouxigong,8/22/2015 12:00:00
21710,2015,8,22,13,5,75,2,10,400,123,30.6,1001.1,15.5,0,NNW,2.7,Wanshouxigong,8/22/2015 13:00:00
21711,2015,8,22,14,5,49,2,10,400,126,31.5,1000.4,15,0,NE,2.9,Wanshouxigong,8/22/2015 14:00:00
21712,2015,8,22,15,3,31,2,11,400,129,31.7,999.7,14.8,0,E,3.4,Wanshouxigong,8/22/2015 15:00:00
21713,2015,8,22,16,6,25,2,11,400,128,30.4,999.5,16.8,0,E,4,Wanshouxigong,8/22/2015 16:00:00
21714,2015,8,22,17,7,41,2,14,400,122,29.1,1000.3,16,0,E,3.8,Wanshouxigong,8/22/2015 17:00:00
21715,2015,8,22,18,7,35,2,17,500,113,28.6,999.6,14.8,0,E,2.9,Wanshouxigong,8/22/2015 18:00:00
21716,2015,8,22,19,10,38,2,22,500,100,27,1001.1,16,0,E,1.6,Wanshouxigong,8/22/2015 19:00:00
21717,2015,8,22,20,20,68,4,26,900,112,26.1,1002.2,17.5,0,E,2.2,Wanshouxigong,8/22/2015 20:00:00
21718,2015,8,22,21,35,90,10,31,1600,121,25,1002.9,18.9,0,ESE,3.9,Wanshouxigong,8/22/2015 21:00:00
21719,2015,8,22,22,44,82,8,28,1600,106,24.5,1003.2,18.9,0,SE,1.7,Wanshouxigong,8/22/2015 22:00:00
21720,2015,8,22,23,72,87,8,29,2300,85,23.8,1003.7,18.7,0,E,1.3,Wanshouxigong,8/22/2015 23:00:00
21721,2015,8,23,0,76,82,8,30,2400,77,23.4,1004,18.3,0,E,1.2,Wanshouxigong,8/23/2015 00:00:00
21722,2015,8,23,1,66,66,10,25,1900,97,23.2,1004.2,17.4,0,ENE,1.1,Wanshouxigong,8/23/2015 01:00:00
21723,2015,8,23,2,57,66,12,33,2000,64,23.1,1003.6,17.8,0,S,0.7,Wanshouxigong,8/23/2015 02:00:00
21724,2015,8,23,3,47,52,9,29,1900,60,23.2,1003.5,17.4,0,NNW,0.7,Wanshouxigong,8/23/2015 03:00:00
21725,2015,8,23,4,36,47,7,28,1800,54,21.4,1004.2,18.8,0.1,ENE,2,Wanshouxigong,8/23/2015 04:00:00
21726,2015,8,23,5,40,52,4,29,1500,53,20.8,1004.1,18.7,1,NNE,0.7,Wanshouxigong,8/23/2015 05:00:00
21727,2015,8,23,6,18,25,2,23,900,44,21.4,1004.5,18,0,N,1.4,Wanshouxigong,8/23/2015 06:00:00
21728,2015,8,23,7,15,24,2,20,800,45,22,1005,17.6,0,N,1.8,Wanshouxigong,8/23/2015 07:00:00
21729,2015,8,23,8,5,11,2,21,800,63,22.4,1005.4,17.5,0,N,2.1,Wanshouxigong,8/23/2015 08:00:00
21730,2015,8,23,9,14,14,2,23,1000,69,22.9,1005.8,17.6,0,NNE,1.7,Wanshouxigong,8/23/2015 09:00:00
21731,2015,8,23,10,11,14,2,18,500,80,24.4,1005.9,18.8,0,ENE,2,Wanshouxigong,8/23/2015 10:00:00
21732,2015,8,23,11,14,18,2,19,600,98,25.7,1005.9,18.9,0,NE,2.8,Wanshouxigong,8/23/2015 11:00:00
21733,2015,8,23,12,14,23,3,19,600,116,25.7,1005.3,18.1,0,ENE,2.4,Wanshouxigong,8/23/2015 12:00:00
21734,2015,8,23,13,23,33,3,18,700,145,27.7,1004.9,19.2,0,E,2.7,Wanshouxigong,8/23/2015 13:00:00
21735,2015,8,23,14,23,37,2,14,600,152,27.8,1004.9,17.9,0,ENE,3.8,Wanshouxigong,8/23/2015 14:00:00
21736,2015,8,23,15,24,37,2,17,800,125,24.1,1005.1,16.4,0,ENE,4.2,Wanshouxigong,8/23/2015 15:00:00
21737,2015,8,23,16,85.02413582,19,2,17,500,99,23.3,1005.9,16.6,0,E,1.5,Wanshouxigong,8/23/2015 16:00:00
21738,2015,8,23,17,17,17,2,31,700,60,23.3,1005,17.3,0,ENE,2.5,Wanshouxigong,8/23/2015 17:00:00
21739,2015,8,23,18,15,22,2,47,900,42,22.7,1005.2,17.2,0,ENE,1.4,Wanshouxigong,8/23/2015 18:00:00
21740,2015,8,23,19,12,23,2,41,800,43,22.8,1005.7,17,0,NNE,1,Wanshouxigong,8/23/2015 19:00:00
21741,2015,8,23,20,23,30,2,52,1000,23,22,1006.4,17.1,0,SSW,0.8,Wanshouxigong,8/23/2015 20:00:00
21742,2015,8,23,21,31,31,2,47,900,21,22.3,1006.6,16.6,0,ENE,0.9,Wanshouxigong,8/23/2015 21:00:00
21743,2015,8,23,22,21,21,2,36,700,33,21.7,1007.1,16.9,0,NNE,1,Wanshouxigong,8/23/2015 22:00:00
21744,2015,8,23,23,14,25,2,33,700,43,21.3,1007.2,17.3,0,ENE,0.8,Wanshouxigong,8/23/2015 23:00:00
21745,2015,8,24,0,3,18,2,27,600,45,21.2,1007.3,17.6,0,ESE,0.4,Wanshouxigong,8/24/2015 00:00:00
21746,2015,8,24,1,4,17,2,30,700,30,22.2,1007.2,17.3,0,N,1.6,Wanshouxigong,8/24/2015 01:00:00
21747,2015,8,24,2,9,21,2,29,600,34,21.8,1007.3,17.8,0,N,1.6,Wanshouxigong,8/24/2015 02:00:00
21748,2015,8,24,3,16,18,2,25,600,37,21.3,1007.1,17.7,0,NNE,1,Wanshouxigong,8/24/2015 03:00:00
21749,2015,8,24,4,5,11,2,21,500,40,21.3,1007.1,17.5,0,NE,1.1,Wanshouxigong,8/24/2015 04:00:00
21750,2015,8,24,5,10,10,2,16,500,37,21.9,1007.1,17.1,0,N,1.9,Wanshouxigong,8/24/2015 05:00:00
21751,2015,8,24,6,22,22,2,21,500,36,21.4,1007.8,17,0,NNE,1.6,Wanshouxigong,8/24/2015 06:00:00
21752,2015,8,24,7,16,19,2,22,500,35,22.1,1008,17.2,0,NNE,1.7,Wanshouxigong,8/24/2015 07:00:00
21753,2015,8,24,8,14,16,2,22,500,44,23.9,1008.3,17.4,0,NNE,2,Wanshouxigong,8/24/2015 08:00:00
21754,2015,8,24,9,7,20,2,22,500,56,24.9,1008.4,17.1,0,N,2.9,Wanshouxigong,8/24/2015 09:00:00
21755,2015,8,24,10,15,18,2,20,500,70,26.5,1008.3,17.6,0,NE,2.2,Wanshouxigong,8/24/2015 10:00:00
21756,2015,8,24,11,22,22,2,14,500,94,27.2,1008,15.9,0,NE,2.4,Wanshouxigong,8/24/2015 11:00:00
21757,2015,8,24,12,85.02413582,13,2,13,500,112,27.6,1007.4,15.9,0,ENE,2.4,Wanshouxigong,8/24/2015 12:00:00
21758,2015,8,24,13,6,12,2,11,400,125,28,1006.9,16.3,0,E,2.2,Wanshouxigong,8/24/2015 13:00:00
21759,2015,8,24,14,8,8,2,11,400,127,29.3,1006.2,15.8,0,NNW,1.6,Wanshouxigong,8/24/2015 14:00:00
21760,2015,8,24,15,9,9,2,11,400,141,29.3,1005.8,14.7,0,E,2.7,Wanshouxigong,8/24/2015 15:00:00
21761,2015,8,24,16,14,19,2,16,600,143,28.3,1005.4,15.6,0,E,3.6,Wanshouxigong,8/24/2015 16:00:00
21762,2015,8,24,17,14,28,2,19,500,124,26.8,1005.1,15.5,0,E,1.4,Wanshouxigong,8/24/2015 17:00:00
21763,2015,8,24,18,12,12,2,15,500,115,27.2,1005.3,15.6,0,ENE,1.2,Wanshouxigong,8/24/2015 18:00:00
21764,2015,8,24,19,3,20,2,21,500,95,25.9,1005.9,16.4,0,E,1.1,Wanshouxigong,8/24/2015 19:00:00
21765,2015,8,24,20,17,32,2,36,600,69,24.5,1006.3,17.5,0,ENE,0.9,Wanshouxigong,8/24/2015 20:00:00
21766,2015,8,24,21,16,33,2,37,700,59,23.4,1007,18.1,0,NNE,0.4,Wanshouxigong,8/24/2015 21:00:00
21767,2015,8,24,22,20,32,2,33,700,52,22.6,1006.9,18.2,0,ENE,1.3,Wanshouxigong,8/24/2015 22:00:00
21768,2015,8,24,23,13,27,2,50,800,30,23.4,1006.8,18.7,0,N,0.7,Wanshouxigong,8/24/2015 23:00:00
21769,2015,8,25,0,21,50,2,67,900,16,22.5,1007,18.7,0,NE,0,Wanshouxigong,8/25/2015 00:00:00
21770,2015,8,25,1,26,38,2,62,900,17,22.4,1006.7,18.6,0,ENE,1.1,Wanshouxigong,8/25/2015 01:00:00
21771,2015,8,25,2,19,27,2,37,700,35,22.2,1006.5,18.6,0,ENE,0.7,Wanshouxigong,8/25/2015 02:00:00
21772,2015,8,25,3,20,20,2,26,500,45,22.6,1006.5,17.7,0,NNE,1.5,Wanshouxigong,8/25/2015 03:00:00
21773,2015,8,25,4,18,19,2,22,500,47,22.9,1006.5,16.7,0,NNE,1.6,Wanshouxigong,8/25/2015 04:00:00
21774,2015,8,25,5,9,17,2,19,500,50,22.3,1006.6,16.6,0,NE,0.9,Wanshouxigong,8/25/2015 05:00:00
21775,2015,8,25,6,16,20,2,23,500,45,22.4,1006.9,16.4,0,NNE,1.4,Wanshouxigong,8/25/2015 06:00:00
21776,2015,8,25,7,4,26,2,37,500,31,23.2,1007.2,16.3,0,N,1.9,Wanshouxigong,8/25/2015 07:00:00
21777,2015,8,25,8,13,23,2,35,600,35,23.6,1007.5,16.9,0,ENE,1.3,Wanshouxigong,8/25/2015 08:00:00
21778,2015,8,25,9,20,27,2,28,500,44,24.5,1007.9,17,0,ENE,1.3,Wanshouxigong,8/25/2015 09:00:00
21779,2015,8,25,10,21,25,2,29,600,57,26.2,1007.9,17,0,ENE,2,Wanshouxigong,8/25/2015 10:00:00
21780,2015,8,25,11,13,19,2,23,500,71,26.8,1007.3,16.1,0,NNE,2.4,Wanshouxigong,8/25/2015 11:00:00
21781,2015,8,25,12,16,16,2,14,500,104,28.7,1006.3,15.6,0,NE,2,Wanshouxigong,8/25/2015 12:00:00
21782,2015,8,25,13,7,9,2,11,400,121,29.6,1005.4,15,0,NW,2.7,Wanshouxigong,8/25/2015 13:00:00
21783,2015,8,25,14,8,11,2,10,400,127,30.5,1004.8,15,0,NNE,2.1,Wanshouxigong,8/25/2015 14:00:00
21784,2015,8,25,15,8,8,2,10,400,125,30.4,1004.3,14.5,0,NE,2.7,Wanshouxigong,8/25/2015 15:00:00
21785,2015,8,25,16,6,11,2,11,400,117,29.3,1003.8,14.3,0,ENE,2.5,Wanshouxigong,8/25/2015 16:00:00
21786,2015,8,25,17,5,17,2,14,400,110,29.6,1004.1,15,0,ENE,2.9,Wanshouxigong,8/25/2015 17:00:00
21787,2015,8,25,18,7,19,2,20,500,103,27.9,1004.1,15.9,0,E,1.6,Wanshouxigong,8/25/2015 18:00:00
21788,2015,8,25,19,14,29,2,23,500,98,26.5,1004.8,17,0,ESE,1.5,Wanshouxigong,8/25/2015 19:00:00
21789,2015,8,25,20,18,41,2,42,600,76,25.7,1005.5,16.5,0,S,0.7,Wanshouxigong,8/25/2015 20:00:00
21790,2015,8,25,21,12,33,2,39,600,73,26.2,1005.9,16.2,0,NW,1.6,Wanshouxigong,8/25/2015 21:00:00
21791,2015,8,25,22,23,32,2,55,700,40,24.2,1006,17.2,0,NW,0.6,Wanshouxigong,8/25/2015 22:00:00
21792,2015,8,25,23,18,27,2,52,700,31,23.8,1006.1,17.3,0,E,1,Wanshouxigong,8/25/2015 23:00:00
21793,2015,8,26,0,18,24,2,35,600,45,22.5,1006.2,17.8,0,NW,0.3,Wanshouxigong,8/26/2015 00:00:00
21794,2015,8,26,1,19,21,2,35,600,39,22.5,1006,18.3,0,ESE,0.5,Wanshouxigong,8/26/2015 01:00:00
21795,2015,8,26,2,8,21,2,36,600,34,22.6,1005.6,18.2,0,ESE,0.7,Wanshouxigong,8/26/2015 02:00:00
21796,2015,8,26,3,18,18,2,27,500,46,22.6,1005.5,18.2,0,NE,0.7,Wanshouxigong,8/26/2015 03:00:00
21797,2015,8,26,4,10,15,2,26,500,41,22.3,1005.6,17.2,0,NE,1.4,Wanshouxigong,8/26/2015 04:00:00
21798,2015,8,26,5,24,24,2,23,500,37,22.5,1005.7,16.8,0,NNE,0.9,Wanshouxigong,8/26/2015 05:00:00
21799,2015,8,26,6,29,29,2,35,500,22,21.9,1006.1,16.8,0,NNE,1,Wanshouxigong,8/26/2015 06:00:00
21800,2015,8,26,7,7,22,2,37,500,28,22.8,1006.5,17,0,ENE,1.1,Wanshouxigong,8/26/2015 07:00:00
21801,2015,8,26,8,85.02413582,22,2,37,500,32,23.7,1006.7,16.7,0,NNE,1.7,Wanshouxigong,8/26/2015 08:00:00
